"id","ident","type","name","latitude_deg","longitude_deg","continent","iso_country","iso_region","gps_code","iata_code","local_code"
2256,EDNY,medium_airport,Friedrichshafen Airport,47.671298980699994,9.511489868160002,EU,DE,DE-BW,EDNY,FDH,
2270,EDSB,large_airport,Karlsruhe Baden-Baden Airport,48.7793998718,8.08049964905,EU,DE,DE-BW,EDSB,FKB,
2273,EDTD,medium_airport,Donaueschingen-Villingen Airport,47.97333145139999,8.52222156525,EU,DE,DE-BW,EDTD,ZQL,
2276,EDTL,medium_airport,Lahr Airport,48.36930084229999,7.82772016525,EU,DE,DE-BW,EDTL,LHA,
2278,EDTY,medium_airport,Adolf Würth Airport,49.1183319092,9.783888816829998,EU,DE,DE-BW,EDTY,,
2284,EDVE,medium_airport,Braunschweig-Wolfsburg Airport,52.319199,10.5561,EU,DE,DE-NI,EDVE,BWE,
2285,EDVK,medium_airport,Kassel-Calden Airport,51.417273,9.384967,EU,DE,DE-HE,EDVK,KSF,
2296,EDXW,medium_airport,Westerland Sylt Airport,54.9132003784,8.34047031403,EU,DE,DE-SH,EDXW,GWT,
2302,EETU,medium_airport,Tartu Airport,58.30749893189999,26.690399169899997,EU,EE,EE-7B,EETU,TAY,
2314,EFIV,medium_airport,Ivalo Airport,68.607299804688,27.405300140380998,EU,FI,FI-LL,EFIV,IVL,
2319,EFKI,medium_airport,Kajaani Airport,64.285499572754,27.692399978638,EU,FI,FI-OL,EFKI,KAJ,
2326,EFKU,medium_airport,Kuopio Airport,63.007099151611,27.797800064087,EU,FI,FI-IS,EFKU,KUO,
2329,EFLP,medium_airport,Lappeenranta Airport,61.044601,28.144743,EU,FI,FI-ES,EFLP,LPP,
2332,EFMI,medium_airport,Mikkeli Airport,61.6866,27.201799,EU,FI,FI-IS,EFMI,MIK,
2346,EFSO,medium_airport,Sodankyla Airport,67.3949966431,26.619100570700002,EU,FI,FI-LL,EFSO,SOT,
2350,EFUT,medium_airport,Utti Air Base,60.89640045165999,26.938400268555004,EU,FI,FI-ES,EFUT,UTI,
2352,EFVR,medium_airport,Varkaus Airport,62.171100616455,27.868600845337,EU,FI,FI-IS,EFVR,VRK,
2541,EKBI,large_airport,Billund Airport,55.7402992249,9.15178012848,EU,DK,DK-83,EKBI,BLL,
2543,EKEB,medium_airport,Esbjerg Airport,55.525902,8.5534,EU,DK,DK-83,EKEB,EBJ,
2546,EKKA,medium_airport,Karup Airport,56.29750061035156,9.124629974365234,EU,DK,DK-82,EKKA,KRP,
2549,EKOD,medium_airport,Odense Airport,55.47669982910156,10.330900192260742,EU,DK,DK-83,EKOD,ODE,
2553,EKSB,medium_airport,Sønderborg Airport,54.96440124511719,9.791729927062988,EU,DK,DK-83,EKSB,SGD,
2554,EKSN,medium_airport,Sindal Airport,57.50350200000001,10.2294,EU,DK,DK-81,EKSN,CNL,
2555,EKSP,medium_airport,Skrydstrup Air Base,55.221048,9.26702,EU,DK,DK-83,EKSP,SKS,
2556,EKSV,medium_airport,Skive Airport,56.55020141601562,9.172980308532717,EU,DK,DK-82,EKSV,SQW,
2557,EKTS,medium_airport,Thisted Airport,57.06880187988281,8.705220222473145,EU,DK,DK-81,EKTS,TED,
2558,EKVD,medium_airport,Kolding Vamdrup Airfield,55.436298,9.33092,EU,DK,DK-83,EKVD,,
2561,EKVJ,medium_airport,Stauning Airport,55.9901008605957,8.353910446166992,EU,DK,DK-82,EKVJ,STA,
2562,EKYT,large_airport,Aalborg Airport,57.092758913800004,9.84924316406,EU,DK,DK-81,EKYT,AAL,
2572,ENCN,medium_airport,Kristiansand Airport,58.204201,8.08537,EU,NO,NO-10,ENCN,KRS,
2576,ENFG,medium_airport,Leirin Airport,61.015598297119,9.2880601882935,EU,NO,NO-05,ENFG,VDB,
2581,ENKB,medium_airport,Kristiansund Airport (Kvernberget),63.111801147461,7.824520111083999,EU,NO,NO-15,ENKB,KSU,
29265,ENMH,medium_airport,Mehamn Airport,71.02970123291,27.826700210570998,EU,NO,NO-20,ENMH,MEH,
2585,ENML,medium_airport,Molde Airport,62.744701385498,7.2624998092650985,EU,NO,NO-15,ENML,MOL,
2588,ENNO,medium_airport,Notodden Airport,59.565701,9.21222,EU,NO,NO-08,ENNO,NTB,
2589,ENOL,medium_airport,Ørland Airport,63.69889831542969,9.604000091552734,EU,NO,NO-16,ENOL,OLA,
2594,ENSN,medium_airport,Skien Airport,59.18500137329102,9.566940307617188,EU,NO,NO-08,ENSN,SKE,
2600,ENTO,medium_airport,"Sandefjord Airport, Torp",59.1866989136,10.258600235,EU,NO,NO-07,ENTO,TRF,
2718,ETAR,large_airport,Ramstein Air Base,49.4369010925293,7.600279808044434,EU,DE,DE-RP,ETAR,RMS,
2721,ETHB,medium_airport,Bückeburg Air Base,52.2785,9.08217,EU,DE,DE-NI,ETHB,,
2722,ETHC,medium_airport,Celle Airport,52.59120178222656,10.022100448608398,EU,DE,DE-NI,ETHC,ZCN,
2724,ETHF,medium_airport,Fritzlar Airport,51.1146,9.286,EU,DE,DE-HE,ETHF,FRZ,
2725,ETHL,medium_airport,Laupheim Air Base,48.220299,9.91002,EU,DE,DE-BW,ETHL,,
2726,ETHM,medium_airport,Mendig Airfield,50.366001,7.31533,EU,DE,DE-RP,EDRE,,
2727,ETHN,medium_airport,Niederstetten Army Air Base,49.391945,9.958889,EU,DE,DE-BW,ETHN,,
2729,ETHS,medium_airport,Fassberg Air Base,52.919399,10.185827,EU,DE,DE-NI,ETHS,,
2734,ETMN,medium_airport,Nordholz Naval Airbase,53.767700195299994,8.658499717709999,EU,DE,DE-NI,ETMN,FCN,
2735,ETND,medium_airport,Diepholz Air Base,52.585556,8.342222,EU,DE,DE-NI,ETND,,
2737,ETNH,medium_airport,Hohn Air Base,54.312199,9.53817,EU,DE,DE-SH,ETNH,,
2738,ETNJ,medium_airport,Jever Air Base,53.533501,7.8886699999999985,EU,DE,DE-NI,ETNJ,,
2741,ETNS,medium_airport,Schleswig Air Base,54.459301,9.51633,EU,DE,DE-SH,ETNS,WBG,
2742,ETNT,medium_airport,Wittmundhafen Airport,53.54779815673828,7.667329788208008,EU,DE,DE-NI,ETNT,,
2744,ETNW,medium_airport,Wunstorf Air Base,52.457298,9.42717,EU,DE,DE-NI,ETNW,,
2747,ETOU,medium_airport,Wiesbaden Army Airfield,50.04980087280274,8.325400352478027,EU,DE,DE-HE,ETOU,WIE,
44006,EVDA,medium_airport,Daugavpils Intrenational Airport,55.9447212219,26.665000915500002,EU,LV,LV-DA,EVDA,DGP,
2771,FABE,medium_airport,Bisho Airport,-32.897098541300004,27.2791004181,AF,ZA,ZA-EC,FABE,BIY,
2772,FABL,medium_airport,Bram Fischer International Airport,-29.092699050900002,26.302400589,AF,ZA,ZA-FS,FABL,BFN,
2779,FAEL,medium_airport,Ben Schoeman Airport,-33.0355987549,27.825899124099998,AF,ZA,ZA-EC,FAEL,ELS,
2781,FAFB,medium_airport,Ficksburg Sentraoes Airport,-28.82309913635254,27.908899307250977,AF,ZA,ZA-FS,FAFB,FCB,
2782,FAGC,medium_airport,Grand Central Airport,-25.986299514799995,28.1401004791,AF,ZA,ZA-GT,FAGC,GCJ,
2784,FAGM,medium_airport,Rand Airport,-26.2425003052,28.151199340799998,AF,ZA,ZA-GT,FAGM,QRA,
2792,FAJS,large_airport,OR Tambo International Airport,-26.1392,28.246,AF,ZA,ZA-GT,FAOR,JNB,
2793,FAKD,medium_airport,P C Pelser Airport,-26.8710994720459,26.718000411987305,AF,ZA,ZA-NW,FAKD,KXE,
2800,FALA,medium_airport,Lanseria Airport,-25.9384994507,27.926099777199997,AF,ZA,ZA-GT,FALA,HLA,
2814,FAMS,medium_airport,Morningside Farm Airport,-25.7045001984,26.9090003967,AF,ZA,ZA-NW,FAMS,,
2815,FAMU,medium_airport,Mkuze Airport,-27.62610054016113,32.044300079345696,AF,ZA,ZA-NL,FAMU,MZQ,
31055,FAOR,large_airport,OR Tambo International Airport,-26.1392,28.246,AF,ZA,ZA-GT,FAOR,JNB,
2828,FAPS,medium_airport,Potchefstroom Airport,-26.670999527,27.081899642899998,AF,ZA,ZA-NW,FAPS,PCF,
2830,FAQT,medium_airport,Queenstown Airport,-31.92020034790039,26.88220024108887,AF,ZA,ZA-EC,FAQT,UTW,
2831,FARB,medium_airport,Richards Bay Airport,-28.740999221800003,32.0920982361,AF,ZA,ZA-NL,FARB,RCB,
2832,FARG,medium_airport,Rustenburg Airport,-25.6443004608,27.2710990906,AF,ZA,ZA-NW,FARG,,
2848,FAUT,medium_airport,K. D. Matanzima Airport,-31.5463631849,28.6733551025,AF,ZA,ZA-EC,FAUT,UTT,
2853,FAVV,medium_airport,Vereeniging Airport,-26.566400528000003,27.9608001709,AF,ZA,ZA-GT,FAVV,,
2854,FAWB,medium_airport,Wonderboom Airport,-25.6539,28.224199,AF,ZA,ZA-GT,FAWB,PRY,
2856,FAWK,medium_airport,Waterkloof Air Force Base,-25.829999923699997,28.222499847399998,AF,ZA,ZA-GT,FAWK,WKF,
2860,FBFT,medium_airport,Francistown Airport,-21.15959930419922,27.47450065612793,AF,BW,BW-NE,FBFT,FRW,
2866,FBSP,medium_airport,Selebi Phikwe Airport,-22.0583,27.8288,AF,BW,BW-CE,FBSP,PKW,
308033,FDSK,medium_airport,King Mswati III International Airport,-26.358611,31.716944,AF,SZ,SZ-LU,FDSK,SHO,
2875,FGBT,medium_airport,Bata Airport,1.9054700136184688,9.80568027496338,AF,GQ,GQ-LI,FGBT,BSG,
2876,FGSL,medium_airport,Malabo Airport,3.755270004272461,8.708720207214355,AF,GQ,GQ-BN,FGSL,SSG,
2881,FKKC,medium_airport,Tiko Airport,4.08919000626,9.360529899600001,AF,CM,CM-SW,FKKC,TKC,
2882,FKKD,medium_airport,Douala International Airport,4.0060801506,9.71947956085,AF,CM,CM-LT,FKKD,DLA,
2887,FKKU,medium_airport,Bafoussam Airport,5.536920070650001,10.3545999527,AF,CM,CM-OU,FKKU,BFX,
2888,FKKV,medium_airport,Bamenda Airport,6.0392398834228525,10.122599601745604,AF,CM,CM-NW,FKKV,BPC,
2891,FLKE,medium_airport,Kasompe Airport,-12.572799682617,27.893899917603,AF,ZM,ZM-08,FLKE,CGJ,
2892,FLLC,medium_airport,Lusaka City Airport,-15.4138002396,28.330699920700003,AF,ZM,ZM-09,FLLC,,
2894,FLLS,large_airport,Kenneth Kaunda International Airport,-15.3308,28.4526,AF,ZM,ZM-09,FLKK,LUN,
2895,FLMF,medium_airport,Mfuwe Airport,-13.258899688720705,31.93659973144531,AF,ZM,ZM-03,FLMF,MFU,
2897,FLND,medium_airport,Simon Mwansa Kapwepwe International Airport,-12.998100280762,28.66489982605,AF,ZM,ZM-08,FLSK,NLA,
2898,FLSO,medium_airport,Southdowns Airport,-12.900500297546387,28.14990043640137,AF,ZM,ZM-08,FLSO,KIW,
2901,FMCH,medium_airport,Prince Said Ibrahim International Airport,-11.5337,43.2719,AF,KM,KM-G,FMCH,HAH,
2902,FMCI,medium_airport,Mohéli Bandar Es Eslam Airport,-12.298100471496582,43.76639938354492,AF,KM,KM-M,FMCI,NWA,
2912,FMMV,medium_airport,Morondava Airport,-20.28470039367676,44.31760025024414,AF,MG,MG-U,FMMV,MOQ,
2932,FMSR,medium_airport,Morombe Airport,-21.7539005279541,43.3754997253418,AF,MG,MG-U,FMSR,MXM,
2933,FMST,medium_airport,Toliara Airport,-23.383399963378906,43.72850036621094,AF,MG,MG-U,FMST,TLE,
2961,FOGR,medium_airport,Lambarene Airport,-0.7043889760971069,10.245699882507324,AF,GA,GA-3,FOGR,LBQ,
2963,FOOG,medium_airport,Port Gentil Airport,-0.7117390036582947,8.754380226135254,AF,GA,GA-8,FOOG,POG,
2964,FOOH,medium_airport,Omboue Hopital Airport,-1.5747300386428833,9.262689590454102,AF,GA,GA-8,FOOH,OMB,
2966,FOOL,medium_airport,Libreville Leon M'ba International Airport,0.458600014448,9.4122800827,AF,GA,GA-1,FOOL,LBV,
2968,FPPR,medium_airport,Principe Airport,1.6629400253295898,7.411739826202393,AF,ST,ST-P,FPPR,PCP,
2970,FQBR,medium_airport,Beira Airport,-19.79640007019043,34.90760040283203,AF,MZ,MZ-S,FQBR,BEW,
2971,FQCH,medium_airport,Chimoio Airport,-19.15130043029785,33.429000854492195,AF,MZ,MZ-B,FQCH,VPY,
2971,FQCH,medium_airport,Chimoio Airport,-19.15130043029785,33.429000854492195,AF,MZ,MZ-B,FQCH,VPY,
2972,FQIN,medium_airport,Inhambane Airport,-23.876399993896484,35.40850067138672,AF,MZ,MZ-I,FQIN,INH,
2973,FQLC,medium_airport,Lichinga Airport,-13.274,35.2663,AF,MZ,MZ-A,FQLC,VXC,
2975,FQMA,large_airport,Maputo Airport,-25.920799,32.572601,AF,MZ,MZ-MPM,FQMA,MPM,
2984,FQTT,medium_airport,Chingozi Airport,-16.104799270629886,33.64020156860352,AF,MZ,MZ-T,FQTT,TET,
2984,FQTT,medium_airport,Chingozi Airport,-16.104799270629886,33.64020156860352,AF,MZ,MZ-T,FQTT,TET,
2986,FQVL,medium_airport,Vilankulo Airport,-22.018400192260746,35.31330108642578,AF,MZ,MZ-I,FQVL,VNX,
3000,FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,AF,ZW,ZW-BU,FVJN,BUQ,
3006,FVKB,medium_airport,Kariba International Airport,-16.519800186157227,28.88500022888184,AF,ZW,ZW-MW,FVKB,KAB,
3008,FVMT,medium_airport,Mutoko Airport,-17.431900024414062,32.18450164794922,AF,ZW,ZW-ME,FVMT,,
3014,FVWN,medium_airport,Hwange National Park Airport,-18.62989997863769,27.020999908447266,AF,ZW,ZW-MN,FVWN,HWN,
3015,FWCL,medium_airport,Chileka International Airport,-15.679100036621096,34.9739990234375,AF,MW,MW-BL,FWCL,BLZ,
30602,FWDW,medium_airport,Dwangwa Airport,-12.5183,34.131901,AF,MW,MW-NK,FWDW,DWA,
30602,FWDW,medium_airport,Dwangwa Airport,-12.5183,34.131901,AF,MW,MW-NK,FWDW,DWA,
3016,FWKA,medium_airport,Karonga Airport,-9.953570365905762,33.893001556396484,AF,MW,MW-KR,FWKA,KGJ,
3016,FWKA,medium_airport,Karonga Airport,-9.953570365905762,33.893001556396484,AF,MW,MW-KR,FWKA,KGJ,
3018,FWKI,medium_airport,Lilongwe International Airport,-13.7894001007,33.78099823,AF,MW,MW-LI,FWKI,LLW,
3018,FWKI,medium_airport,Lilongwe International Airport,-13.7894001007,33.78099823,AF,MW,MW-LI,FWKI,LLW,
30603,FWMG,medium_airport,Mangochi Airport,-14.482999801635742,35.266998291015625,AF,MW,MW-MG,FWMG,MAI,
3020,FWUU,medium_airport,Mzuzu Airport,-11.444700241088867,34.01179885864258,AF,MW,MW-MZ,FWUU,ZZU,
3020,FWUU,medium_airport,Mzuzu Airport,-11.444700241088867,34.01179885864258,AF,MW,MW-MZ,FWUU,ZZU,
3022,FXMM,medium_airport,Moshoeshoe I International Airport,-29.462299346923828,27.552499771118164,AF,LS,LS-A,FXMM,MSU,
3053,FZJH,medium_airport,Matari Airport,2.8276100158691406,27.58830070495605,AF,CD,CD-OR,FZJH,IRP,
3056,FZMA,medium_airport,Bukavu Kavumu Airport,-2.3089799880981445,28.808799743652344,AF,CD,CD-SK,FZMA,BKY,
3059,FZQA,medium_airport,Lubumbashi International Airport,-11.5913000107,27.5308990479,AF,CD,CD-KA,FZQA,FBM,
44554,GE-0007,medium_airport,Ozurgeti Air Base,41.929100036621094,41.86349868774414,AS,GE,GE-GU,,,
44554,GE-0007,medium_airport,Ozurgeti Air Base,41.929100036621094,41.86349868774414,AS,GE,GE-GU,,,
44938,GE-0010,medium_airport,Senaki Air Base,42.2403057198,42.0454931259,AS,GE,GE-SZ,,,
44938,GE-0010,medium_airport,Senaki Air Base,42.2403057198,42.0454931259,AS,GE,GE-SZ,,,
3162,HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,AF,ET,ET-DD,HADR,DIR,
3162,HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,AF,ET,ET-DD,HADR,DIR,
3163,HAGM,medium_airport,Gambella Airport,8.12876033782959,34.563098907470696,AF,ET,ET-GA,HAGM,GMB,
3165,HAGO,medium_airport,Gode Airport,5.935130119319999,43.578601837200004,AF,ET,ET-SO,HAGO,GDE,
313314,HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,AF,ET,ET-SO,HAJJ,JIJ,
313314,HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,AF,ET,ET-SO,HAJJ,JIJ,
3169,HASO,medium_airport,Asosa Airport,10.018500328063963,34.586299896240234,AF,ET,ET-BE,HASO,ASO,
3171,HCMH,large_airport,Egal International Airport,9.513207,44.082389,AF,SO,SO-WO,HCMH,HGA,
3173,HCMK,medium_airport,Kisimayu Airport,-0.3773530125617981,42.45920181274414,AF,SO,SO-JH,HCMK,KMU,
3173,HCMK,medium_airport,Kisimayu Airport,-0.3773530125617981,42.45920181274414,AF,SO,SO-JH,HCMK,KMU,
3174,HDAM,medium_airport,Djibouti-Ambouli Airport,11.547300338745115,43.15950012207031,AF,DJ,DJ-DJ,HDAM,JIB,
3174,HDAM,medium_airport,Djibouti-Ambouli Airport,11.547300338745115,43.15950012207031,AF,DJ,DJ-DJ,HDAM,JIB,
2356,HE13,medium_airport,Capital International Airport,30.064358,31.837643,AF,EG,EG-C,HECP,CCE,
2375,HE35,medium_airport,Abu Suwayr Air Base,30.57270050048828,32.095298767089844,AF,EG,EG-IS,,,
3175,HEAL,medium_airport,El Alamein International Airport,30.92449951171875,28.46139907836914,AF,EG,EG-MT,HEAL,DBB,
3176,HEAR,medium_airport,El Arish International Airport,31.073299408,33.8358001709,AS,EG,EG-SIN,HEAR,AAC,
3176,HEAR,medium_airport,El Arish International Airport,31.073299408,33.8358001709,AS,EG,EG-SIN,HEAR,AAC,
3186,HEGN,large_airport,Hurghada International Airport,27.178300857543945,33.799400329589844,AF,EG,EG-BA,HEGN,HRG,
3186,HEGN,large_airport,Hurghada International Airport,27.178300857543945,33.799400329589844,AF,EG,EG-BA,HEGN,HRG,
3188,HEGR,medium_airport,El Gora Airport,31.068559000000004,34.129629,AF,EG,EG-SIN,HEGR,EGH,
3188,HEGR,medium_airport,El Gora Airport,31.068559000000004,34.129629,AF,EG,EG-SIN,HEGR,EGH,
3191,HELX,large_airport,Luxor International Airport,25.671,32.7066,AF,EG,EG-KN,HELX,LXR,
3192,HEMA,medium_airport,Marsa Alam International Airport,25.557100295999998,34.5836982727,AF,EG,EG-BA,HEMA,RMF,
300893,HEMK,medium_airport,Sohag International Airport,26.342778000000006,31.742778,AF,EG,EG-SHG,HESG,HMB,
3193,HEMM,medium_airport,Mersa Matruh Airport,31.325399398800002,27.2217006683,AF,EG,EG-MT,HEMM,MUH,
3196,HEPS,medium_airport,Port Said Airport,31.279399871826172,32.240001678466804,AF,EG,EG-SHR,HEPS,PSD,
3197,HESC,medium_airport,St Catherine International Airport,28.685300827,34.0625,AS,EG,EG-JS,HESC,SKV,
3197,HESC,medium_airport,St Catherine International Airport,28.685300827,34.0625,AS,EG,EG-JS,HESC,SKV,
3198,HESH,medium_airport,Sharm El Sheikh International Airport,27.977300643899998,34.3950004578,AS,EG,EG-JS,HESH,SSH,
3199,HESN,medium_airport,Aswan International Airport,23.964399337800003,32.8199996948,AF,EG,EG-ASN,HESN,ASW,
3200,HETB,medium_airport,Taba International Airport,29.5877990723,34.778099060100004,AS,EG,EG-SIN,HETB,TCP,
3204,HHSB,medium_airport,Assab International Airport,13.071800231933596,42.64500045776367,AF,ER,ER-DK,HHSB,ASA,
3204,HHSB,medium_airport,Assab International Airport,13.071800231933596,42.64500045776367,AF,ER,ER-DK,HHSB,ASA,
3205,HKEL,medium_airport,Eldoret International Airport,0.4044579863548279,35.23889923095703,AF,KE,KE-700,HKEL,EDL,
3208,HKKI,medium_airport,Kisumu Airport,-0.0861390009522438,34.72890090942383,AF,KE,KE-600,HKKI,KIS,
3209,HKKT,medium_airport,Kitale Airport,0.9719889760017396,34.95859909057617,AF,KE,KE-700,HKKT,KTL,
3210,HKLK,medium_airport,Lokichoggio Airport,4.20412015914917,34.348201751708984,AF,KE,KE-700,HKLK,LKG,
3211,HKLO,medium_airport,Lodwar Airport,3.1219699382781982,35.608699798583984,AF,KE,KE-700,HKLO,LOK,
3212,HKLU,medium_airport,Manda Airstrip,-2.252419948577881,40.91310119628906,AF,KE,KE-300,HKLU,LAU,
31594,HKMS,medium_airport,Mara Serena Lodge Airstrip,-1.406111,35.008057,AF,KE,KE-700,HKMS,MRE,
3221,HLGT,medium_airport,Ghat Airport,25.1455993652,10.142600059500001,AF,LY,LY-GT,HLGT,GHT,
3232,HLTD,medium_airport,Ghadames East Airport,30.15169906616211,9.715310096740724,AF,LY,LY-NL,HLTD,LTD,
3238,HRZA,medium_airport,Kamembe Airport,-2.462239980697632,28.907899856567386,AF,RW,RW-04,HRZA,KME,
300862,HSFA,medium_airport,"Paloich Airport, Heliport",10.529167,32.500556,AF,SS,SS-23,HSFA,HGI,
3242,HSKA,medium_airport,Kassala Airport,15.387499809265135,36.328800201416016,AF,SD,SD-05,HSKA,KSL,
300673,HSMN,medium_airport,Merowe New Airport,18.4433333333,31.8433333333,AF,SD,SD-01,HSMN,MWE,
